NCBI,Final symbol,Human
zdhhc5,zdhhc5 (2 of 2),ZDHHC8
pyroxd1,pyroxd1,PYROXD1
LOC107391027,tp53inp2 (1 of 3),TP53INP2
LOC107374311,tp53inp2 (2 of 3),TP53INP1
LOC107391028,tp53inp2 (3 of 3),TP53INP2
trip12,trip12,TRIP12
cmpk1,cmpk1,CMPK1
LOC107385549,acap3 (1 of 4),ACAP3
LOC107374920,acap3 (2 of 4),ACAP3
LOC107379876,acap3 (3 of 4),ACAP2
LOC107376598,acap3 (4 of 4),ACAP3
LOC107375400,LOC107375400,
ring1,ring1,RNF2
LOC107388083,slc17a7 (1 of 2),SLC17A7
LOC107376653,slc17a7 (2 of 2),SLC17A7
ift80,ift80,IFT80
akap17a,akap17a,AKAP17A
LOC107393026,rgs8,RGS8
LOC107395402,LOC107395402,
LOC107388585,tmcc3 (1 of 2),TMCC3
tmcc3,tmcc3 (2 of 2),TMCC3
LOC107376000,zbtb5 (1 of 2),ZBTB5
zbtb5,zbtb5 (2 of 2),ZBTB5
LOC107390782,dnase1l3 (1 of 2),DNASE1L3
LOC107391497,dnase1l3 (2 of 2),DNASE1L3
ankdd1b,ankdd1b,ANKDD1B
LOC107387485,ppp1r3c (1 of 3),PPP1R3C
LOC107393723,ppp1r3c (2 of 3),PPP1R3C
LOC107395285,ppp1r3c (3 of 3),PPP1R3C
LOC107390085,LOC107390085,C7orf57
LOC107389074,uqcrfs1,UQCRFS1
slc25a32,slc25a32,SLC25A32
LOC107380266,znf296,BCL11B
zwilch,zwilch,ZWILCH
tbrg4,tbrg4,TBRG4
rrp9,rrp9,RRP9
hhatl,hhatl (1 of 2),HHATL
LOC107384263,hhatl (2 of 2),HHATL
epor,epor,EPOR
LOC107385505,golga7,GOLGA7
LOC107381147,cenpq,CENPQ
bcl2l14,bcl2l14 (1 of 2),BCL2L14
LOC107385041,bcl2l14 (2 of 2),BCL2L14
rad9a,rad9a,RAD9A
LOC107386415,map7d2 (1 of 2),MAP7D2
LOC107383117,map7d2 (2 of 2),MAP7D2
prelid3b,prelid3b (1 of 2),PRELID3B
LOC107385352,prelid3b (2 of 2),PRELID3B
igf2bp2,igf2bp2,IGF2BP2
ddx31,ddx31,DDX31
LOC107377637,erh (1 of 2),ERH
erh,erh (2 of 2),ERH
nthl1,nthl1,NTHL1
ccbl1,ccbl1,CCBL1
arntl,arntl (1 of 2),ARNTL
LOC107388949,arntl (2 of 2),ARNTL
LOC107391201,tpd52l2 (1 of 2),TPD52L2
tpd52l2,tpd52l2 (2 of 2),TPD52L2
stab2,stab2,STAB2
ostm1,ostm1,OSTM1
fnip1,fnip1,FNIP1
cplx1,cplx1 (1 of 2),CPLX1
LOC107390991,cplx1 (2 of 2),CPLX1
hacd4,hacd4,HACD4
foxred1,foxred1,FOXRED1
hnrnpll,hnrnpll,HNRNPLL
LOC107372794,polq (1 of 3),POLQ
LOC107372479,polq (2 of 3),POLQ
LOC107382158,polq (3 of 3),POLQ
ubap2l,ubap2l,UBAP2L
sh3bgr,sh3bgr,SH3BGRL
LOC107385806,eevs,
LOC107383624,igdcc3 (1 of 3),IGDCC3
LOC107379105,igdcc3 (2 of 3),IGDCC3
igdcc3,igdcc3 (3 of 3),IGDCC3
ncor2,ncor2,NCOR2
LOC107392117,acvr1 (1 of 2),ACVR1
acvr1,acvr1 (2 of 2),ACVR1
slx4,slx4,SLX4
LOC107395443,map7d1 (1 of 2),MAP7D1
map7d1,map7d1 (2 of 2),MAP7D1
aspscr1,aspscr1,ASPSCR1
ptrh2,ptrh2 (1 of 2),PTRH2
LOC107373988,ptrh2 (2 of 2),PTRH2
zfand2a,zfand2a,ZFAND2B
hsf2bp,hsf2bp,HSF2BP
rab10,rab10,RAB10
LOC107384705,schip1 (1 of 3),IQCJ-SCHIP1
LOC107383998,schip1 (2 of 3),SCHIP1
schip1,schip1 (3 of 3),IQCJ-SCHIP1
LOC107393508,palm2,PALM2
nup50,nup50,NUP50
znf286a,znf286a,ZNF208
hirip3,hirip3,HIRIP3
LOC107378804,cck (1 of 3),CCK
LOC107383200,cck (2 of 3),CCK
LOC107392476,cck (3 of 3),CCK
scel,scel,SCEL
tmem59,tmem59,TMEM59
LOC107382111,cyp1a1 (1 of 2),CYP1A1
LOC107393688,cyp1a1 (2 of 2),CYP1A1
LOC107377585,LOC107377585,
LOC107373409,selenok,SELK
tpmt,tpmt,TPMT
adgrg6,adgrg6,ADGRG6
nbeal1,nbeal1 (1 of 2),NBEAL1
LOC107395718,nbeal1 (2 of 2),NBEAL1
LOC107379131,rpz5,
adgrd1,adgrd1,ADGRD1
fam124a,fam124a,FAM124A
vax1,vax1,VAX1
men1,men1,MEN1
LOC107387519,ifne,
LOC107381327,tlr1 (1 of 2),TLR1
LOC107376101,tlr1 (2 of 2),TLR1
xdh,xdh,XDH
mcm5,mcm5,MCM5
nab2,nab2,NAB2
LOC107390589,hyal3,HYAL3
mgmt,mgmt,MGMT
dnpep,dnpep,DNPEP
lect1,lect1,LECT1
lacc1,lacc1,LACC1
egfl6,egfl6,EGFL6
tma16,tma16,TMA16
LOC107377991,stx7,STX7
LOC107396320,sar1b (1 of 3),SAR1B
sar1b,sar1b (2 of 3),SAR1B
LOC107387829,sar1b (3 of 3),SAR1B
LOC107390575,mybl2a,MYBL2
sertad3,sertad3,SERTAD3
slc7a6,slc7a6,SLC7A6
csgr10h6orf89,csgr10h6orf89,C6orf89
LOC107391260,snph (1 of 2),SNPH
LOC107391445,snph (2 of 2),SNPH
c8b,c8b,C8B
otop1,otop1,OTOP1
uck1,uck1 (1 of 3),UCK1
LOC107391269,uck1 (2 of 3),UCKL1
LOC107377854,uck1 (3 of 3),UCKL1
LOC107388717,lctl (1 of 2),LCTL
LOC107381534,lctl (2 of 2),LCTL
cept1,cept1,CEPT1
gsg2,gsg2,GSG2
dgki,dgki,DGKI
nudt21,nudt21,NUDT21
LOC107396549,b3gnt2 (1 of 4),B3GNT2
LOC107381105,b3gnt2 (2 of 4),B3GNT2
LOC107376053,b3gnt2 (3 of 4),B3GNT2
LOC107382280,b3gnt2 (4 of 4),B3GNT2
dnmt3a,dnmt3a (1 of 2),DNMT3A
LOC107377776,dnmt3a (2 of 2),DNMT3A
inpp5d,inpp5d,INPP5D
rbbp5,rbbp5,RBBP5
LOC107373558,asrgl1 (1 of 3),ASRGL1
LOC107395290,asrgl1 (2 of 3),ASRGL1
LOC107376361,asrgl1 (3 of 3),ASRGL1
LOC107395823,vps37c (1 of 2),VPS37C
LOC107379998,vps37c (2 of 2),VPS37D
arid3b,arid3b,ARID3B
mta2,mta2,MTA2
doc2a,doc2a (1 of 2),DOC2A
LOC107395030,doc2a (2 of 2),DOC2A
smarcal1,smarcal1,SMARCAL1
LOC107381488,znf710 (1 of 2),ZNF710
znf710,znf710 (2 of 2),ZNF710
atp13a3,atp13a3 (1 of 2),ATP13A3
LOC107397019,atp13a3 (2 of 2),ATP13A3
tsr3,tsr3,TSR3
LOC107386046,cxcl13,CXCL10
LOC107372565,ube2m (1 of 2),UBE2M
ube2m,ube2m (2 of 2),UBE2M
grid2,grid2,GRID2
rtbdn,rtbdn,FOLR3
slitrk6,slitrk6,SLITRK6
slc2a4rg,slc2a4rg,ZNF704
LOC107385142,myh3 (1 of 7),MYH2
LOC107372732,myh3 (2 of 7),MYH8
LOC107378336,myh3 (3 of 7),MYH1
LOC107385141,myh3 (4 of 7),MYH2
LOC107378334,myh3 (5 of 7),MYH1
LOC107373462,myh3 (6 of 7),MYH3
LOC107372731,myh3 (7 of 7),MYH1
spry4,spry4,SPRY4
cotl1,cotl1,COTL1
patz1,patz1,PATZ1
ofd1,ofd1,OFD1
umad1,umad1,METTL21C
ttc19,ttc19,TTC19
LOC107377236,nckap5 (1 of 2),NCKAP5
LOC107396311,nckap5 (2 of 2),NCKAP5
LOC107387035,ssc4d,SSC4D
LOC107384761,slx1b,SLX1B
csgr01h5orf45,csgr01h5orf45,C5orf45
mtm1,mtm1,MTM1
naa60,naa60,NAA60
heatr6,heatr6,HEATR6
znf488,znf488,ZNF488
mylip,mylip,MYLIP
LOC107396805,paqr3 (1 of 2),PAQR3
paqr3,paqr3 (2 of 2),PAQR3
ahcyl2,ahcyl2,AHCYL2
LOC107378785,zic1 (1 of 2),ZIC1
zic1,zic1 (2 of 2),ZIC1
plekhm3,plekhm3,PLEKHM3
LOC107384654,LOC107384654,
LOC107396033,slc5a6 (1 of 2),SLC5A6
LOC107391994,slc5a6 (2 of 2),SLC5A6
LOC107380336,LOC107380336,
armc7,armc7,ARMC7
man2a1,man2a1,ZSWIM6
fbxo32,fbxo32,FBXO32
phyhd1,phyhd1,PHYHD1
c2cd3,c2cd3,C2CD3
LOC107391435,LOC107391435,
ints1,ints1,INTS1
LOC107377308,fgf20 (1 of 2),FGF20
LOC107390881,fgf20 (2 of 2),FGF20
LOC107382742,samd9 (1 of 3),SAMD9L
LOC107376978,samd9 (2 of 3),SAMD9L
LOC107376528,samd9 (3 of 3),SAMD9L
LOC107395745,pmp22 (1 of 3),EMP3
pmp22,pmp22 (2 of 3),EMP3
LOC107382208,pmp22 (3 of 3),EMP2
LOC107386354,ovol2,OVOL1
LOC107394283,adamts12,ADAMTS12
ankrd49,ankrd49,ANKRD49
habp4,habp4,HABP4
smpd3,smpd3 (1 of 2),SMPD3
LOC107396920,smpd3 (2 of 2),SMPD3
alg2,alg2,ALG2
LOC107374269,crybb3 (1 of 2),CRYBB3
crybb3,crybb3 (2 of 2),CRYBB3
gnb3,gnb3 (1 of 2),GNB3
LOC107394774,gnb3 (2 of 2),GNB3
LOC107373175,pcdhga11 (1 of 2),PCDHGA11
LOC107396870,pcdhga11 (2 of 2),PCDHGA11
nat14,nat14,NAT14
csgr19h6orf62,csgr19h6orf62,C6orf62
asz1,asz1,ASZ1
nelfcd,nelfcd,NELFCD
dennd5a,dennd5a,DENND5A
LOC107374445,il4i1 (1 of 3),IL4I1
il4i1,il4i1 (2 of 3),IL4I1
LOC107374444,il4i1 (3 of 3),IL4I1
kxd1,kxd1,KXD1
ddx49,ddx49,DDX49
LOC107374099,mphosph9 (1 of 2),MPHOSPH9
mphosph9,mphosph9 (2 of 2),MPHOSPH9
nup133,nup133,NUP133
LOC107378185,rad51ap2,RAD51AP2
aqp8,aqp8,AQP8
parp11,parp11 (1 of 2),PARP11
LOC107385848,parp11 (2 of 2),PARP11
tm2d3,tm2d3,TM2D3
sema3d,sema3d,SEMA3D
sppl2b,sppl2b,SPPL2B
mdga2,mdga2 (1 of 3),MDGA2
LOC107391906,mdga2 (2 of 3),MDGA2
LOC107379411,mdga2 (3 of 3),MDGA2
LOC107391796,trpm4 (1 of 3),TRPM5
LOC107387988,trpm4 (2 of 3),TRPM5
LOC107387989,trpm4 (3 of 3),TRPM5
LOC107388801,rasef (1 of 2),RASEF
rasef,rasef (2 of 2),RASEF
LOC107386528,znf185,ZNF185
LOC107377168,tsc22d3,TSC22D3
rasd1,rasd1 (1 of 2),RASD1
LOC107376460,rasd1 (2 of 2),RASD1
LOC107377108,LOC107377108,
LOC107391675,osr1,OSR1
lhfp,lhfp,LHFP
LOC107395320,LOC107395320,
gas2,gas2 (1 of 3),GAS2
LOC107381465,gas2 (2 of 3),GAS2
LOC107381464,gas2 (3 of 3),GAS2
eml2,eml2,EML1
LOC107376498,pcdha8 (1 of 9),PCDHA8
LOC107376506,pcdha8 (2 of 9),PCDHGA9
LOC107376350,pcdha8 (3 of 9),PCDHA8
LOC107373269,pcdha8 (4 of 9),PCDHGC5
LOC107376477,pcdha8 (5 of 9),PCDHA8
LOC107373858,pcdha8 (6 of 9),PCDHA3
LOC107376377,pcdha8 (7 of 9),PCDHA2
LOC107376467,pcdha8 (8 of 9),PCDHGA8
LOC107395886,pcdha8 (9 of 9),PCDHA8
LOC107395770,gjb1 (1 of 2),GJB1
LOC107386569,gjb1 (2 of 2),GJB1
adck5,adck5,ADCK5
appl1,appl1,APPL1
efna5,efna5 (1 of 4),EFNA5
LOC107396852,efna5 (2 of 4),EFNA5
LOC107396999,efna5 (3 of 4),EFNA5
LOC107374959,efna5 (4 of 4),EFNA5
vrk1,vrk1,VRK1
myo1b,myo1b,MYO1B
ufsp2,ufsp2,UFSP2
wbscr17,wbscr17,WBSCR17
LOC107395788,LOC107395788,
vkorc1l1,vkorc1l1,VKORC1
LOC107384913,ywhab (1 of 3),YWHAB
LOC107394684,ywhab (2 of 3),YWHAB
LOC107391080,ywhab (3 of 3),YWHAB
pole4,pole4,POLE4
LOC107396763,snx18 (1 of 2),SNX18
snx18,snx18 (2 of 2),SNX18
prps2,prps2,PRPS1
LOC107392891,anos1 (1 of 2),ANOS1
anos1,anos1 (2 of 2),ANOS1
LOC107388426,LOC107388426,
LOC107376792,cd274 (1 of 2),MYLK
LOC107372543,cd274 (2 of 2),CD274
kcns2,kcns2 (1 of 2),KCNS2
LOC107384959,kcns2 (2 of 2),KCNS1
ube2f,ube2f,UBE2F
usb1,usb1,USB1
cep131,cep131,CEP131
LOC107387709,qki (1 of 2),QKI
LOC107392205,qki (2 of 2),QKI
erich1,erich1,ERICH1
LOC107382774,coa6,COA6
LOC107378650,zim3,ZIM3
LOC107373367,rhof,RHOF
ube2b,ube2b,UBE2B
LOC107396566,npy1r (1 of 3),NPY1R
LOC107393603,npy1r (2 of 3),NPY1R
LOC107395873,npy1r (3 of 3),NPY1R
LOC107381161,wipf3 (1 of 2),
LOC107383351,wipf3 (2 of 2),WIPF3
rbm46,rbm46,RBM46
vma21,vma21,VMA21
LOC107372330,pnliprp1,PNLIPRP1
csnk1d,csnk1d,CSNK1D
psme4,psme4,PSME4
LOC107387835,star (1 of 2),STAR
star,star (2 of 2),STAR
fam187b,fam187b,FAM187A
nisch,nisch,NISCH
nin,nin (1 of 2),NIN
LOC107391745,nin (2 of 2),
efnb1,efnb1,EFNB1
clspn,clspn,CLSPN
LOC107384710,eif4a1,EIF4A1
LOC107385163,tmeff2 (1 of 2),TGFA
tmeff2,tmeff2 (2 of 2),TMEFF2
mphosph10,mphosph10,MPHOSPH10
LOC107372843,inadl (1 of 2),INADL
LOC107372465,inadl (2 of 2),INADL
hmgxb4,hmgxb4 (1 of 2),HMGXB4
LOC107382234,hmgxb4 (2 of 2),HMGXB4
polr1a,polr1a (1 of 2),POLR1A
LOC107391142,polr1a (2 of 2),POLR1A
utp15,utp15,UTP15
LOC107396785,pfn2 (1 of 3),PFN2
LOC107392739,pfn2 (2 of 3),PFN2
LOC107373955,pfn2 (3 of 3),PFN2
LOC107393201,rai14 (1 of 2),ANKRD24
rai14,rai14 (2 of 2),RAI14
ehmt2,ehmt2 (1 of 2),EHMT2
LOC107395842,ehmt2 (2 of 2),EHMT1
LOC107384102,spin1 (1 of 4),SPIN1
LOC107393310,spin1 (2 of 4),SPIN1
LOC107386144,spin1 (3 of 4),SPIN1
LOC107375062,spin1 (4 of 4),SPIN1
lrrc61,lrrc61,LRRC61
zc4h2,zc4h2,ZC4H2
LOC107397174,arpp19 (1 of 2),ARPP19
arpp19,arpp19 (2 of 2),ARPP19
mon2,mon2,MON2
LOC107382192,fip1l1 (1 of 2),FIP1L1
fip1l1,fip1l1 (2 of 2),FIP1L1
LOC107387655,dydc1,DYDC1
LOC107386526,cchcr1,CCHCR1
LOC107391780,afdn,MLLT4
gda,gda,GDA
LOC107375922,rgr (1 of 2),RGR
rgr,rgr (2 of 2),RGR
uba1,uba1 (1 of 2),UBA1
LOC107385199,uba1 (2 of 2),UBA1
LOC107388275,asb12 (1 of 2),ASB12
LOC107385579,asb12 (2 of 2),ASB12
tle1,tle1 (1 of 2),TLE1
LOC107393190,tle1 (2 of 2),TLE1
LOC107386890,ccdc92 (1 of 3),CCDC92
ccdc92,ccdc92 (2 of 3),CCDC92
LOC107380381,ccdc92 (3 of 3),CCDC92
LOC107386527,nlgn3 (1 of 2),NLGN3
nlgn3,nlgn3 (2 of 2),NLGN3
sp9,sp9,SP9
LOC107389438,LOC107389438,
dexi,dexi,DEXI
oxct1,oxct1,OXCT1
pigx,pigx,PIGX
LOC107395042,LOC107395042,
pdgfrl,pdgfrl,PDGFRL
relb,relb,RELB
slc8b1,slc8b1,SLC8B1
gopc,gopc,GOPC
angpt1,angpt1 (1 of 2),ANGPT1
LOC107384963,angpt1 (2 of 2),ANGPT1
LOC107390401,itga5 (1 of 2),ITGA5
LOC107385841,itga5 (2 of 2),ITGA5
snu13,snu13,SNU13
LOC107382948,LOC107382948,
lrif1,lrif1,LRIF1
emc7,emc7,EMC7
LOC107396929,ric3 (1 of 3),RIC3
ric3,ric3 (2 of 3),RIC3
LOC107381567,ric3 (3 of 3),RIC3
mfsd4a,mfsd4a,MFSD4
LOC107378584,mreg (1 of 2),MREG
LOC107389896,mreg (2 of 2),MREG
ugcg,ugcg,UGCG
LOC107376489,myh11 (1 of 7),
LOC107374324,myh11 (2 of 7),MYH11
LOC107373692,myh11 (3 of 7),MYH11
LOC107395473,myh11 (4 of 7),
LOC107373143,myh11 (5 of 7),MYH11
LOC107396555,myh11 (6 of 7),
myh11,myh11 (7 of 7),MYH11
LOC107385414,cidec,CIDEC
myo16,myo16,MYO16
LOC107372933,cxorf57,CXorf57
col8a1,col8a1 (1 of 3),COL8A1
LOC107373109,col8a1 (2 of 3),COL8A1
LOC107390702,col8a1 (3 of 3),COL8A1
chrd,chrd,CHRD
LOC107390243,kif13a (1 of 2),KIF13A
LOC107397199,kif13a (2 of 2),KIF13A
LOC107391175,cdh26 (1 of 3),CDH26
LOC107391173,cdh26 (2 of 3),CDH26
LOC107391172,cdh26 (3 of 3),CDH26
LOC107377441,gba3,LCT
gorasp2,gorasp2 (1 of 2),GORASP2
LOC107384302,gorasp2 (2 of 2),GORASP2
gigyf2,gigyf2,GIGYF2
gpcpd1,gpcpd1,GPCPD1
foxn2,foxn2 (1 of 2),FOXN2
LOC107378365,foxn2 (2 of 2),FOXN3
abcb6,abcb6,ABCB6
LOC107382877,spata13,SPATA13
LOC107372978,ncf2 (1 of 2),NCF2
ncf2,ncf2 (2 of 2),NCF2
narf,narf,NARF
rarg,rarg (1 of 2),RARG
LOC107385640,rarg (2 of 2),RARG
LOC107384578,LOC107384578,ZNF878
LOC107394430,mr1 (1 of 3),MR1
LOC107394429,mr1 (2 of 3),HLA-G
LOC107394856,mr1 (3 of 3),MR1
LOC107393971,slc6a4 (1 of 3),SLC6A4
LOC107395435,slc6a4 (2 of 3),SLC6A4
LOC107395621,slc6a4 (3 of 3),SLC6A4
zmat5,zmat5,ZMAT5
LOC107375545,abhd12 (1 of 2),ABHD12
LOC107376141,abhd12 (2 of 2),ABHD12
slc46a3,slc46a3,SLC46A3
LOC107386685,kcnj6,KCNJ6
LOC107372360,adgrg1 (1 of 2),ADGRG3
LOC107392472,adgrg1 (2 of 2),ADGRG2
LOC107396261,cndp2 (1 of 2),CNDP2
cndp2,cndp2 (2 of 2),CNDP2
LOC107390540,dedd,DEDD
pla2g4c,pla2g4c,PLA2G4C
athl1,athl1,ATHL1
psmd6,psmd6,PSMD6
ptcd2,ptcd2,PTCD2
LOC107388884,pdp2,PDP2
trps1,trps1,TRPS1
btc,btc,BTC
LOC107388185,stox2 (1 of 2),STOX2
stox2,stox2 (2 of 2),STOX2
LOC107374426,zc3h4 (1 of 2),ZC3H4
LOC107382998,zc3h4 (2 of 2),ZC3H4
LOC107388592,flnc (1 of 2),FLNC
flnc,flnc (2 of 2),FLNC
camsap3,camsap3 (1 of 2),CAMSAP3
LOC107389772,camsap3 (2 of 2),CAMSAP3
LOC107374027,isl1,ISL1
LOC107377638,mycn (1 of 2),MYCN
LOC107385060,mycn (2 of 2),MYCN
boll,boll,BOLL
LOC107381103,cd28,
srek1ip1,srek1ip1,SREK1IP1
lrfn1,lrfn1 (1 of 3),LRFN1
LOC107380412,lrfn1 (2 of 3),LRFN1
LOC107379846,lrfn1 (3 of 3),LRFN1
LOC107391252,c3orf18,C3orf18
LOC107373897,prss1 (1 of 3),PRSS8
LOC107390420,prss1 (2 of 3),PRSS1
LOC107379681,prss1 (3 of 3),PRSS1
LOC107381444,alx4 (1 of 2),ALX4
LOC107388616,alx4 (2 of 2),ALX4
sox5,sox5,SOX5
rtca,rtca,RTCA
pdlim7,pdlim7 (1 of 2),PDLIM7
LOC107396946,pdlim7 (2 of 2),PDLIM7
LOC107384138,cdc34,CDC34
rbm18,rbm18,RBM18
nid1,nid1,NID1
LOC107380342,nrgn,SPA17
snx5,snx5,SNX5
atf2,atf2,ATF2
LOC107391878,alms1,ALMS1
med24,med24,MED24
sap18,sap18,SAP18
kcnq3,kcnq3,KCNQ3
csgr08h18orf63,csgr08h18orf63,C18orf63
lpcat2,lpcat2,LPCAT2
cdh11,cdh11,CDH11
rspry1,rspry1,RSPRY1
bard1,bard1,BARD1
nelfb,nelfb (1 of 2),NELFB
LOC107395156,nelfb (2 of 2),NELFB
cmtm4,cmtm4,CMTM4
LOC107381280,chrnb4,CHRNB4
LOC107396083,fam19a1 (1 of 3),FAM19A5
LOC107385433,fam19a1 (2 of 3),FAM19A1
LOC107396425,fam19a1 (3 of 3),FAM19A1
LOC107394123,lzts3 (1 of 2),RP5-1187M17.10
LOC107372468,lzts3 (2 of 2),RP5-1187M17.10
psmd13,psmd13,PSMD13
LOC107388872,LOC107388872,
LOC107386391,pura (1 of 2),PURA
LOC107380861,pura (2 of 2),PURA
LOC107372489,LOC107372489,
mrpl2,mrpl2,MRPL2
emp1,emp1,EMP2
LOC107374745,ly6g6f,XXbac-BPG32J3.19
LOC107379656,nacad,NACAD
dvl1,dvl1,DVL1
prr16,prr16 (1 of 2),PRR16
LOC107393121,prr16 (2 of 2),PRR16
LOC107373259,LOC107373259,
dner,dner,DNER
lmbr1l,lmbr1l,LMBR1L
usp47,usp47 (1 of 4),USP47
LOC107377295,usp47 (2 of 4),USP47
LOC107377292,usp47 (3 of 4),USP47
LOC107374143,usp47 (4 of 4),USP18
grpr,grpr (1 of 2),GRPR
LOC107389835,grpr (2 of 2),GRPR
pm20d2,pm20d2,PM20D2
glrx3,glrx3,GLRX3
LOC107395088,eif3i (1 of 2),EIF3I
eif3i,eif3i (2 of 2),EIF3I
LOC107373399,LOC107373399,
LOC107391357,slc38a3 (1 of 3),SLC38A3
LOC107385727,slc38a3 (2 of 3),SLC38A3
LOC107385195,slc38a3 (3 of 3),SLC38A3
LOC107390837,tmprss11d,TMPRSS11D
mrps14,mrps14,MRPS14
LOC107384273,znf420 (1 of 2),ZNF624
LOC107374367,znf420 (2 of 2),ZNF479
LOC107385896,fer1l4,OTOF
gtf3c5,gtf3c5,GTF3C5
LOC107376064,zfp41,ZKSCAN1
wdr35,wdr35,WDR35
LOC107386284,neo1 (1 of 3),HMCN1
neo1,neo1 (2 of 3),NEO1
LOC107392353,neo1 (3 of 3),FCRL3
rad18,rad18,RAD18
LOC107382715,fam92b,FAM92B
pak7,pak7,PAK7
ttbk1,ttbk1,TTBK1
LOC107374219,wbp1 (1 of 3),WBP1
wbp1,wbp1 (2 of 3),WBP1
LOC107396729,wbp1 (3 of 3),WBP1
mfsd2b,mfsd2b,MFSD2A
LOC107388204,mapk8 (1 of 2),MAPK8
mapk8,mapk8 (2 of 2),MAPK8
prickle2,prickle2 (1 of 2),PRICKLE2
LOC107391140,prickle2 (2 of 2),PRICKLE2
tmem198,tmem198 (1 of 4),TMEM198
LOC107390158,tmem198 (2 of 4),TMEM198
LOC107385657,tmem198 (3 of 4),TMEM198
LOC107391240,tmem198 (4 of 4),TMEM198
adam8,adam8 (1 of 2),ADAM8
LOC107387480,adam8 (2 of 2),ADAM8
LOC107390888,kpna1 (1 of 2),KPNA2
kpna1,kpna1 (2 of 2),KPNA1
LOC107379431,rap1gap2,RAP1GAP2
fbxo10,fbxo10,FBXO10
nox1,nox1,CYBB
slc35a5,slc35a5,SLC35A5
myo3a,myo3a,MYO3A
gen1,gen1,GEN1
LOC107384265,plcd1 (1 of 2),PLCD1
plcd1,plcd1 (2 of 2),PLCD1
LOC107386887,sept5 (1 of 3),SEPT4
sept5,sept5 (2 of 3),SEPT5
LOC107374159,sept5 (3 of 3),SEPT5
adora2a,adora2a,ADORA2A
LOC107374427,cdc42ep2,CDC42EP2
LOC107384580,proz,PROZ
LOC107377076,lgi2 (1 of 2),LGI2
LOC107375262,lgi2 (2 of 2),LGI2
LOC107382801,plscr1,PLSCR1
hsd17b10,hsd17b10,HSD17B10
dusp16,dusp16 (1 of 2),DUSP16
LOC107391809,dusp16 (2 of 2),DUSP16
lrp10,lrp10,LRP10
LOC107376262,kdelr3,KDELR2
gemin8,gemin8,GEMIN8
LOC107383773,tmem236 (1 of 2),TMEM236
tmem236,tmem236 (2 of 2),TMEM236
LOC107379890,tnfaip2 (1 of 4),EXOC3L2
LOC107386320,tnfaip2 (2 of 4),EXOC3L2
LOC107377900,tnfaip2 (3 of 4),TNFAIP2
tnfaip2,tnfaip2 (4 of 4),TNFAIP2
slc35a1,slc35a1,SLC35A1
LOC107389029,ptprj,PTPRJ
LOC107385512,slc6a1 (1 of 4),SLC6A1
LOC107391088,slc6a1 (2 of 4),SLC6A1
slc6a1,slc6a1 (3 of 4),SLC6A1
LOC107387056,slc6a1 (4 of 4),SLC6A1
LOC107380641,or52e4 (1 of 3),OR52E4
LOC107380023,or52e4 (2 of 3),OR52E4
LOC107380642,or52e4 (3 of 3),OR52E4
wnt2b,wnt2b (1 of 2),WNT2B
LOC107390935,wnt2b (2 of 2),WNT2B
LOC107384729,gpr37 (1 of 2),GPR37
LOC107389500,gpr37 (2 of 2),GPR37
ell2,ell2,ELL2
LOC107390876,tac3,TAC3
nnt,nnt (1 of 2),NNT
LOC107381730,nnt (2 of 2),NNT
LOC107379296,LOC107379296,
znf143,znf143,ZNF143
LOC107396336,kcng2,KCNG1
LOC107390735,cntn4 (1 of 3),CNTN4
LOC107385827,cntn4 (2 of 3),CNTN4
LOC107385826,cntn4 (3 of 3),CNTN4
mylk,mylk (1 of 3),MYLK
LOC107387566,mylk (2 of 3),MYLK
LOC107378449,mylk (3 of 3),MYLK
pcid2,pcid2,PCID2
aplf,aplf,APLF
LOC107396639,rassf6,RASSF6
LOC107376761,LOC107376761,
slc5a5,slc5a5,SLC5A5
LOC107396791,ahsg (1 of 2),AHSG
LOC107392952,ahsg (2 of 2),FETUB
LOC107389594,tmem237 (1 of 2),TMEM237
LOC107377188,tmem237 (2 of 2),TMEM237
glis2,glis2 (1 of 2),GLIS2
LOC107389719,glis2 (2 of 2),GLIS2
LOC107392453,grem1 (1 of 2),GREM1
grem1,grem1 (2 of 2),GREM1
LOC107382977,nxpe3 (1 of 2),NXPE3
nxpe3,nxpe3 (2 of 2),NXPE3
psmb2,psmb2,PSMB2
LOC107394472,znf93 (1 of 2),ZNF615
LOC107394480,znf93 (2 of 2),ZNF624
ube2d1,ube2d1,UBE2D2
LOC107374353,rlbp1 (1 of 3),RLBP1
LOC107376775,rlbp1 (2 of 3),RLBP1
rlbp1,rlbp1 (3 of 3),RLBP1
acsl4,acsl4,ACSL4
tmem72,tmem72,TMEM72
LOC107375363,hgsnat (1 of 2),HGSNAT
hgsnat,hgsnat (2 of 2),HGSNAT
rgp1,rgp1,RGP1
LOC107386066,ccl20 (1 of 4),CCL20
LOC107384119,ccl20 (2 of 4),CCL20
LOC107384457,ccl20 (3 of 4),CCL20
LOC107383065,ccl20 (4 of 4),CCL20
reps2,reps2,REPS2
cadps2,cadps2,CADPS2
LOC107382211,sept3 (1 of 3),SEPT3
sept3,sept3 (2 of 3),SEPT9
LOC107372372,sept3 (3 of 3),SEPT9
LOC107376202,dusp3 (1 of 3),DUSP3
dusp3,dusp3 (2 of 3),DUSP3
LOC107389484,dusp3 (3 of 3),DUSP3
