ncbi	human
LOC107392716	DNASE2
tsfm	TSFM
amdhd2	AMDHD2
rhbdl1	RHBDL1
elmod2	ELMOD2
ngfr	NGFR
rhcg	RHCG
kat6a	KAT6A
csgr16h19orf52	C19orf52
tmem2	TMEM2
LOC107388796	RDH13
LOC107394376	NDRG1
LOC107392712	CCDC88A
LOC107389225	HERC3
LOC107394764	KAT2B
cpq	CPQ
cramp1	CRAMP1
pdia3	PDIA3
mrpl9	MRPL9
ddx21	DDX21
tsr2	TSR2
LOC107380061	CASR
tnfrsf9	TNFRSF11B
ccdc97	CCDC97
LOC107377939	E2F6
LOC107386375	TOMM40L
epb41l3	EPB41L3
trpm2	TRPM2
LOC107390045	COL28A1
LOC107376186	PRPSAP2
tmc5	TMC5
LOC107377878	CYP2W1
LOC107381316	AFG3L2
LOC107382535	OTULIN
LOC107392959	LRRC7
gtpbp2	GTPBP2
LOC107375151	SSTR5
rps13	RPS13
txndc5	TXNDC5
LOC107379342	CNR2
LOC107375999	EBF3
disp1	DISP1
LOC107390002	ELFN1
LOC107396650	PHACTR4
uhmk1	UHMK1
echs1	ECHS1
arsk	ARSK
u2af2	U2AF2
LOC107393615	ACSF2
aoc1	AOC1
nfasc	NFASC
LOC107389673	TRIM21
gss	GSS
znf516	ZNF516
pdrg1	PDRG1
prpf19	PRPF19
decr2	DECR2
rapgef4	RAPGEF4
hoxc9	HOXC9
LOC107394942	FABP6
LOC107391454	CCDC120
LOC107394607	ZNF146
LOC107393883	VCAN
LOC107385014	WNT5B
pros1	PROS1
scamp2	SCAMP2
tapt1	TAPT1
LOC107393786	BCO2
LOC107388033	IL21R
stx18	STX18
LOC107388511	MUC5AC
mia3	MIA3
LOC107381936	AP2A2
LOC107376365	CTSD
slc16a12	SLC16A12
LOC107388483	DNM1L
pth2	PTH2
pex7	PEX7
LOC107390292	CCR1
LOC107373834	ADPRM
wwc1	WWC1
myf5	MYF5
LOC107388486	PNPLA8
LOC107395309	ENDOD1
pikfyve	PIKFYVE
LOC107384689	CALCRL
mrps24	MRPS24
tmem229b	TMEM229B
csgr02h9orf69	C9orf69
LOC107383208	FAM49A
LOC107377654	LRG1
LOC107393005	ZSCAN29
LOC107388834	SYT1
LOC107387261	BAIAP2
nt5e	NT5E
LOC107387367	ZNF648
LOC107389340	GALNT8
tefm	TEFM
slc25a34	SLC25A34
grip2	GRIP1
LOC107387014	ATP5L
vps4a	VPS4A
LOC107386219	TRIM35
cnot1	CNOT1
LOC107377148	MRC2
lin54	LIN54
LOC107396958	EIF4EBP1
ghsr	GHSR
LOC107385270	CCDC63
LOC107380650	CASR
nod1	NOD1
arl6ip4	ARL6IP4
LOC107386560	RRAGA
LOC107394642	HCN4
LOC107391806	HIST2H2BE
ccdc13	CCDC13
LOC107372634	ZNF449
drgx	DRGX
LOC107396877	PCDHB16
LOC107395774	ATP6V1B2
LOC107378527	RUNDC3A
efnb3	EFNB2
LOC107377276	NEDD9
ctsc	CTSC
LOC107375568	CAPN1
LOC107390110	ASTL
LOC107380943	PROX1
pdcd10	PDCD10
LOC107392087	SPTBN1
LOC107385738	GPR61
LOC107382231	MRC2
ripk1	RIPK1
tapbpl	TAPBPL
LOC107372324	PVRL4
LOC107395419	MAP1A
rabl2b	RABL2A
kdsr	KDSR
kri1	KRI1
e2f4	E2F4
LOC107385396	CACNA1I
LOC107395190	FAM46A
LOC107385610	BAAT
LOC107375776	CCDC185
fgfr2	FGFR2
tpbg	TPBG
matn1	MATN1
arglu1	ARGLU1
LOC107373457	ZNF566
LOC107385343	NDUFA4
LOC107385537	HDAC7
LOC107378059	ACKR3
LOC107377184	ALS2
klhl12	KLHL12
mtx2	MTX2
LOC107379255	CLEC17A
ankrd26	ANKRD26
kiaa1586	KIAA1586
nhlh2	NHLH2
tgfbrap1	TGFBRAP1
LOC107374362	ZNF22
serp1	SERP2
lrrc56	LRRC56
LOC107380532	CASR
LOC107383203	CTSV
scarf1	SCARF1
kl	KL
ccdc69	CCDC69
LOC107396423	FOXP1
ttll7	TTLL7
LOC107392585	TMEM39B
LOC107388131	GRID2IP
LOC107375940	SLC35D3
foxk2	FOXK2
LOC107396495	CAPN15
LOC107389115	CD59
kansl1	KANSL1
LOC107378589	CDK12
dgkg	DGKG
spata7	SPATA7
LOC107397272	SLC1A7
ptprc	PTPRC
vamp3	VAMP3
LOC107376923	MB21D2
vwde	VWDE
tmem64	TMEM64
slc25a21	SLC25A21
edem2	EDEM2
LOC107382965	FOXH1
LOC107394056	ABLIM3
LOC107384404	TRIM39
LOC107374140	PHF14
LOC107373266	PCDHGC5
LOC107395336	DHRS7C
mysm1	MYSM1
LOC107390903	FAIM2
LOC107385500	PXN
plcb2	PLCB2
dopey1	DOPEY1
LOC107387748	USP54
asmtl	ASMTL
LOC107391014	SFRP2
csgr19h11orf70	C11orf70
LOC107390720	ALAS2
col11a1	COL11A1
psma2	PSMA2
cnppd1	CNPPD1
mak16	MAK16
stau1	STAU1
LOC107386434	KCNAB3
dgcr14	DGCR14
LOC107393353	STAP2
LOC107377897	MARK3
LOC107386485	CLDN15
abcb10	ABCB10
LOC107393764	STC1
sh2b3	SH2B3
lpar3	LPAR3
ppp4r1	PPP4R1
LOC107384435	MYH6
mtg2	MTG2
LOC107384640	PTPRN
crhbp	CRHBP
fam65b	FAM65B
LOC107394369	MTMR7
il17rd	IL17RD
map10	MAP10
LOC107393222	LMX1A
LOC107392788	PTGER4
tprg1l	TPRG1L
LOC107375289	PDCD4
LOC107372978	NCF2
farp1	FARP1
LOC107388018	USP31
LOC107382177	ADGRL3
klhl21	KLHL21
crot	CROT
mrc2	MRC2
sap30bp	SAP30BP
kdm3b	KDM3B
ccdc127	CCDC127
atmin	ATMIN
spcs2	SPCS2
zfyve26	ZFYVE26
rbm22	RBM22
LOC107394302	AREG
fam168b	FAM168B
tyr	TYR
LOC107380738	MMP20
cacng4	CACNG4
popdc3	POPDC3
LOC107375533	TTC7A
LOC107382756	DUT
LOC107389643	B3GALNT1
LOC107386805	UCP2
LOC107395220	TBX1
LOC107391720	KCNK17
ercc5	ERCC5
LOC107390075	RBMS1
mpz	MPZ
lpcat3	LPCAT3
LOC107391202	SLC17A9
LOC107380890	FARP1
fat4	FAT4
pum1	PUM1
LOC107396906	BTN1A1
LOC107373562	CNNM2
LOC107387932	DCAF7
LOC107377289	LMLN
LOC107377219	CCNYL1
LOC107377951	EVA1C
LOC107386555	ZNF235
LOC107379013	SMAD4
LOC107377458	DMBT1
b4galt4	B4GALT4
aars2	AARS2
LOC107394634	TMEM79
LOC107374179	GPC1
insm2	INSM2
LOC107377564	STXBP5
rpl18	RPL18
LOC107387469	ARHGAP44
coq3	COQ3
gfod1	GFOD1
tnik	TNIK
rrs1	RRS1
rsad2	RSAD2
ak4	AK4
mctp1	MCTP1
pola1	POLA1
LOC107396804	LDB3
mrpl54	MRPL54
LOC107389931	TBL1X
sptbn4	SPTBN1
LOC107372833	SWT1
rasl11a	RASL11A
dcaf4	DCAF4
kcne4	KCNE4
klb	KLB
LOC107383109	VIPR2
gpr173	GPR173
spata2	SPATA2
LOC107386385	PYGM
LOC107385432	FAM19A4
rictor	RICTOR
cygb	CYGB
sept10	SEPT10
csgr09h6orf47	C6orf47
LOC107393861	CLSTN1
gjd3	GJD3
fam104a	FAM104A
atf3	ATF3
csgr13h12orf4	C12orf4
rab9a	RAB9A
pkmyt1	PKMYT1
LOC107379306	DRD2
LOC107391329	PLXNA1
glra2	GLRA2
LOC107391140	PRICKLE2
LOC107390791	GNAI1
LOC107386130	GIMAP7
LOC107373431	MYOT
map2	MAP2
LOC107396883	PCDHGA2
LOC107395503	UBE2Q2
sgk3	SGK3
kiz	KIZ
prkaa2	PRKAA2
prima1	PRIMA1
sema3a	SEMA3A
ildr2	ILDR2
LOC107388202	ARHGAP22
tarbp1	TARBP1
LOC107389817	DNAI1
nucb2	NUCB2
golt1b	GOLT1B
gphb5	GPHB5
gatad1	GATAD1
LOC107393560	CRYBB1
LOC107397334	KIF5B
LOC107377414	PRKCSH
fundc1	FUNDC1
LOC107396996	CPZ
LOC107386569	GJB1
rgs11	RGS11
dclre1a	DCLRE1A
srsf7	SRSF7
LOC107388219	ZC3H7B
LOC107390656	OSBPL2
LOC107396908	MXRA8
LOC107385054	UNC5A
LOC107375487	PITX2
trappc2l	TRAPPC2L
haus5	HAUS5
tmem218	TMEM218
LOC107384728	CAMK2D
LOC107380692	C5AR1
LOC107378203	TMEM179
LOC107394360	RAB39A
LOC107394544	TMEM42
LOC107384701	ZNF735
csgr01h12orf66	C12orf66
taf4	TAF4
fhl3	FHL3
LOC107396965	TMEM57
LOC107376246	NTN1
LOC107387702	RGS9
sntg1	SNTG1
LOC107386214	BCL2L13
ficd	FICD
mfap2	MFAP2
phlpp2	PHLPP2
LOC107385198	FAM212A
LOC107377608	RD3
casp2	CASP2
clptm1	CLPTM1
LOC107374030	P2RX7
prpf38a	PRPF38A
LOC107396072	ATP2B1
LOC107394936	GJA9
LOC107374896	CH25H
atrn	ATRN
nckap1l	NCKAP1L
mblac2	MBLAC2
ofcc1	OFCC1
rabac1	RABAC1
LOC107385397	BCDIN3D
LOC107395445	THRAP3
vps53	VPS53
phox2a	PHOX2A
fcf1	FCF1
LOC107391959	MAP7
LOC107393701	BNIP3L
hbp1	HBP1
txnrd2	TXNRD2
ankmy1	ANKMY1
pold4	POLD4
LOC107395254	SCARB2
pdgfc	PDGFC
slc38a11	SLC38A11
LOC107376994	CABP1
LOC107373001	SLC34A2
ptpn14	PTPN14
gclc	GCLC
pik3c2b	PIK3C2B
LOC107392813	TMEM79
LOC107374059	SUSD6
folh1b	NAALAD2
LOC107387159	FAM122B
alyref	ALYREF
LOC107389093	LAMB4
LOC107379407	MEP1B
panx1	PANX1
LOC107372416	BTG4
plac8l1	PLAC8L1
LOC107373794	WFDC3
LOC107386450	U2SURP
id3	ID2
LOC107393704	RPH3A
LOC107388270	USP22
klhl41	KLHL41
LOC107389349	ATP6V1E1
LOC107388842	B4GALNT3
LOC107393666	KDM2B
LOC107383953	RP11-49P4.7
sp5	SP5
LOC107377292	USP47
trmt10c	TRMT10C
LOC107385129	BSN
rbms3	RBMS3
sgcg	SGCG
foxn4	FOXN4
bin3	BIN3
LOC107384414	PIK3R3
cdyl	CDYL
nmd3	NMD3
LOC107387238	TBPL2
plac8	PLAC8
LOC107373574	WFDC3
ormdl2	ORMDL2
LOC107394199	INPP5J
LOC107383447	SLC6A11
tbk1	TBK1
ythdf1	YTHDF1
LOC107385685	C1GALT1
diexf	DIEXF
lcorl	LCORL
LOC107373171	SCLT1
taok2	TAOK2
LOC107396969	FNDC5
LOC107372874	ACOT1
LOC107376359	MPST
LOC107376309	LGALS1
LOC107381105	B3GNT2
LOC107381383	RFX7
LOC107395222	CEP164
map6d1	MAP6D1
rbl1	RBL1
ephb4	EPHB4
LOC107386556	ZNF235
csgr04h1orf95	C1orf95
LOC107393518	INA
LOC107376514	SMIM10L2B
csgr04h11orf68	C11orf68
c1qtnf6	C1QTNF6
LOC107385246	KAZN
lyar	LYAR
LOC107393734	ZBED4
LOC107394660	PBXIP1
slc1a2	SLC1A2
ankef1	ANKEF1
LOC107393195	PLPP2
LOC107380020	SEL1L3
sh3pxd2a	SH3PXD2A
LOC107395692	GP2
LOC107374907	FBP1
LOC107385753	GPR61
LOC107379645	EIF4E
LOC107383886	CACNA1E
LOC107388343	SPTAN1
LOC107373119	ZNF45
LOC107395356	C7orf43
gpr137c	GPR137B
traip	TRAIP
tdo2	TDO2
syt7	SYT7
LOC107378270	BAHCC1
LOC107379081	RNF225
LOC107394174	KIAA1161
LOC107396356	ZNF692
LOC107383590	HSD17B12
gjc2	GJC1
LOC107391429	TNNC2
LOC107384617	BCO1
cfi	CFI
LOC107388119	ZNF782
avl9	AVL9
LOC107377224	RAMP1
rhot1	RHOT1
LOC107379149	PAQR5
LOC107387800	HMX3
gdf9	GDF9
isyna1	ISYNA1
LOC107395465	KDM2B
tmem11	TMEM11
LOC107373077	GALR1
stk36	STK36
sirt5	SIRT5
LOC107373265	ZNF846
atg2a	ATG2A
pknox1	PKNOX1
LOC107397060	CCDC74B
LOC107388780	PSTPIP1
dapk2	DAPK2
csgalnact1	CSGALNACT1
nmrk2	NMRK2
nup210	NUP210
LOC107388255	RAB26
LOC107374498	GLCCI1
hddc2	HDDC2
LOC107396897	HTR4
LOC107374144	GAL3ST3
LOC107389246	CHKA
enkur	ENKUR
grxcr1	GRXCR1
ino80	INO80
gng7	GNG7
nudt17	NUDT17
wtap	WTAP
slc22a15	SLC22A15
LOC107373201	ZNF569
LOC107377449	SYNPO2
LOC107396233	CST7
rpl10	RPL10
LOC107378678	FHOD3
ephb2	EPHB2
LOC107391082	C1orf116
LOC107376684	EHD3
LOC107391900	WHSC1
LOC107395776	CKMT2
LOC107383520	SLC25A25
LOC107379637	ADH5
vps13c	VPS13C
ift27	IFT27
LOC107384380	DNM3
LOC107383673	SLC6A11
echdc1	ECHDC1
poll	POLL
LOC107393052	PLEC
LOC107378317	ZNF239
rapgef1	RAPGEF1
LOC107389594	TMEM237
LOC107373000	CD207
cnpy4	CNPY4
gfi1b	GFI1B
LOC107389427	TRIM32
tmc4	TMC7
LOC107375248	NSD1
btk	BTK
meiob	MEIOB
acvr2a	ACVR2A
LOC107382208	EMP2
LOC107372640	MTR
slc26a5	SLC26A5
plce1	PLCE1
hddc3	HDDC3
LOC107382261	REG1B
kdm5a	KDM5A
LOC107387210	GFRA2
LOC107394665	CSMD3
ints6l	INTS6
entpd5	ENTPD5
LOC107384562	POMC
kiaa0895l	KIAA0895L
btaf1	BTAF1
LOC107391481	ST14
LOC107394595	TRIM46
LOC107386210	DNM1
yjefn3	YJEFN3
cabp4	CABP4
LOC107393930	AKR1A1
LOC107380099	ARHGAP32
aox1	AOX1
LOC107390153	PTPRN
LOC107396946	PDLIM7
LOC107392471	ADGRG3
psmd12	PSMD12
brca2	BRCA2
LOC107384409	PRDX1
LOC107379411	MDGA2
f13a1	F13A1
LOC107383581	NIM1K
LOC107395359	CNNM2
csgr18h9orf64	C9orf64
LOC107393283	CELA1
frem1	FREM1
LOC107396598	ZNF385D
fstl5	FSTL5
sclt1	SCLT1
ppt1	PPT1
znrf2	ZNRF2
wasf1	WASF1
polr2k	POLR2K
LOC107394210	TCN2
LOC107396043	SHROOM2
sh3bp5l	SH3BP5L
LOC107393738	RAB11FIP1
txlna	TXLNA
tnpo3	TNPO3
gan	GAN
wipi2	WIPI2
zbtb44	ZBTB44
psmc1	PSMC1
LOC107383549	LRMP
acly	ACLY
hip1r	HIP1R
LOC107373619	ZNF235
LOC107391139	RHO
LOC107383761	HIST1H4C
LOC107376234	FOXD4
plpp6	PLPP6
csgr17h1orf112	C1orf112
acads	ACADS
mcf2	MCF2
LOC107376785	ZNF235
LOC107391211	GPD1
LOC107382822	MAP3K3
atad2	ATAD2
LOC107395450	ZP4
ext2	EXT2
LOC107384843	GRM7
LOC107383826	GPT2
LOC107387944	ATXN2L
spns1	SPNS1
LOC107372514	PRSS1
LOC107396949	GJA10
LOC107378134	RUNX1
LOC107378699	RTL1
LOC107389977	STK24
LOC107388787	ALPK3
LOC107395350	TNNT3
crispld1	CRISPLD1
LOC107380298	RAB4B-EGLN2
LOC107373852	MYO7A
snx15	SNX15
dph7	DPH7
ccdc171	CCDC171
p4ha2	P4HA2
wdr3	WDR3
LOC107373417	ARHGAP21
snw1	SNW1
LOC107389804	JAM2
hspa9	HSPA9
app	APP
arhgef16	ARHGEF16
LOC107395001	CDK15
lrit3	LRIT3
abcc5	ABCC5
drg2	DRG2
LOC107397350	EDEM3
LOC107374561	CADPS
LOC107382634	RGS9BP
nat10	NAT10
ube2h	UBE2H
larp7	LARP7
afap1l2	AFAP1L2
LOC107385600	DUT
LOC107378225	TAAR1
LOC107372772	ZNF235
LOC107380931	CRYGB
LOC107395786	RBP2
arhgef12	ARHGEF12
copb2	COPB2
tbcb	TBCB
LOC107393186	GNA11
LOC107376207	CDK5R1
fen1	FEN1
LOC107373551	SLC1A3
LOC107396799	RYR2
LOC107391660	PRKD1
dnhd1	DNHD1
LOC107377037	GAL3ST3
leo1	LEO1
rtel1	RTEL1-TNFRSF6B
LOC107392134	GNAQ
LOC107385260	A3GALT2
entpd2	ENTPD2
LOC107374254	ONECUT1
LOC107394418	ENPP2
mrps18a	MRPS18A
syn2	SYN2
zbtb33	ZBTB33
alg8	ALG8
LOC107377161	GIMAP7
fam175b	FAM175B
nkain4	NKAIN4
LOC107393843	ALG13
mamdc2	MAMDC2
LOC107397359	SLC25A36
ncf4	NCF4
LOC107387286	TMEM150A
stx4	STX4
LOC107387974	ITGAM
dhx29	DHX29
LOC107379566	APOH
zbtb21	ZBTB21
LOC107379228	LINGO1
LOC107386146	ZFP62
LOC107386036	SH2D3C
LOC107377169	MYADM
tspan3	TSPAN3
LOC107388458	FAM208B
LOC107385352	PRELID3B
LOC107381148	FPR2
LOC107392437	LDB1
LOC107393016	B3GALT2
prok1	PROK1
dffa	DFFA
esrra	ESRRG
LOC107384431	SLC4A8
esf1	ESF1
LOC107395144	FGF17
wbp11	WBP11
LOC107385046	NGF
LOC107386982	CADM2
lef1	LEF1
kcnk18	KCNK18
LOC107382629	CPNE3
rheb	RHEB
LOC107391444	SDCBP
LOC107372546	PIAS2
LOC107378105	MGA
exosc3	EXOSC3
LOC107373333	FUNDC1
hoxb1	HOXA1
tm9sf2	TM9SF2
LOC107383811	CCDC24
LOC107374740	GNA14
LOC107379972	OR11A1
LOC107391672	CLEC10A
LOC107389448	OR13C2
LOC107394964	TMEM74
itga3	ITGA3
LOC107375178	GABRB2
bloc1s3	BLOC1S3
drd4	DRD4
LOC107376053	B3GNT2
LOC107374086	ATP6V1B2
cyth1	CYTH1
myeov2	MYEOV2
rack1	GNB2L1
LOC107373859	PCDHA7
fam96b	FAM96B
LOC107387540	RBP3
tesc	TESC
rergl	RERGL
fam134c	FAM134C
opn5	OPN5
LOC107372965	H3F3A
LOC107394770	CHD4
LOC107378674	AIF1
zbtb37	ZBTB37
LOC107379482	CLEC4D
fgf13	FGF13
phkg1	PHKG1
LOC107376160	METRNL
hacd2	HACD2
pdik1l	PDIK1L
slc25a14	SLC25A14
LOC107385251	FOXJ3
ssbp4	SSBP3
hps1	HPS1
filip1l	FILIP1L
LOC107390506	KDM5C
LOC107389502	SPAM1
LOC107373645	LPCAT1
LOC107389050	CNOT2
LOC107388389	RTL1
LOC107387198	CRK
fut9	FUT9
LOC107394385	GALNT4
mif	MIF
ptar1	PTAR1
LOC107384927	MOV10
LOC107382364	SLC43A1
ppp2ca	PPP2CA
LOC107391271	NKAIN3
ccdc84	CCDC84
snx16	SNX16
LOC107392002	DPYSL5
ppp1r37	PPP1R37
znf70	ZNF436
pcyox1	PCYOX1
fam110c	FAM110C
dctn5	DCTN5
svopl	SVOPL
mtdh	MTDH
LOC107395858	TBXAS1
csgr05h16orf58	C16orf58
LOC107379417	RASIP1
nup107	NUP107
atad2b	ATAD2B
pih1d2	PIH1D2
mplkip	MPLKIP
LOC107395652	TBC1D15
LOC107392871	MOB3A
noc3l	NOC3L
slc2a13	SLC2A13
LOC107397257	ZBED1
bmp5	BMP5
LOC107383800	XCR1
hcn4	HCN4
eif3d	EIF3D
tmsb4x	TMSB4X
LOC107391807	PPP1R35
LOC107378802	TRAK1
sema6d	SEMA6D
fam32a	FAM32A
LOC107391944	LGALSL
LOC107384742	PAQR9
fem1b	FEM1B
LOC107385063	C1orf74
LOC107390392	CD300A
man2a2	MAN2A2
ggact	GGACT
lmcd1	LMCD1
hmx2	HMX2
LOC107394440	VPS52
corin	CORIN
LOC107394699	NUTF2
vwa5b1	VWA5B1
LOC107385667	C1orf106
pde4a	PDE4A
LOC107376726	KIF20B
LOC107397179	GNB5
LOC107384438	NETO1
LOC107388490	CNTN1
LOC107383849	CYP8B1
phactr2	PHACTR2
LOC107381323	HNRNPCL1
egln1	EGLN1
nup35	NUP35
huwe1	HUWE1
LOC107382004	CHP2
LOC107372618	TMEM25
cd2ap	CD2AP
LOC107377649	SIM1
mzt1	MZT1
trip10	TRIP10
LOC107384788	TIFA
LOC107393335	SLC25A42
LOC107392355	ARF6
LOC107383910	PHLPP1
LOC107381260	DPEP2
sart3	SART3
mrpl22	MRPL22
ints2	INTS2
fam198a	FAM198A
ptpn6	PTPN6
sdr16c5	SDR16C5
LOC107384211	SEPP1
pole	POLE
tapbp	TAPBP
LOC107394692	SYNGAP1
LOC107385799	ZNF235
LOC107372732	MYH8
LOC107379327	RP11-96L14.8
LOC107373916	ZNF235
LOC107387758	MAP3K19
slc25a53	SLC25A53
dcun1d3	DCUN1D3
LOC107376056	UGP2
LOC107381691	SCMH1
armc5	ARMC5
csgr17h1orf53	C1orf53
snrnp27	SNRNP27
kcnj11	KCNJ11
srsf3	SRSF3
dnajc14	RP11-762I7.5
LOC107394321	ERAP1
plekhd1	PLEKHD1
LOC107396306	MLPH
atp9b	ATP9B
LOC107393177	CTB-50L17.10
fan1	FAN1
slitrk3	SLITRK3
LOC107376332	CBX7
LOC107387738	PRSS12
vasn	VASN
LOC107373747	WNT8A
golim4	GOLIM4
LOC107395648	GRK6
iqcc	IQCC
trappc11	TRAPPC11
adal	ADAL
LOC107381377	LARGE
impact	IMPACT
LOC107397047	TBX5
LOC107372582	PLOD3
hyls1	HYLS1
LOC107372386	RNF19B
rhebl1	RHEB
LOC107373420	ARTN
LOC107396468	ZNF479
slc37a3	SLC37A3
LOC107396932	KDM4A
guk1	GUK1
LOC107384017	GPC5
cc2d1a	CC2D1A
LOC107383915	IGFBP1
LOC107375863	MYOZ1
LOC107380463	SFRP2
gcom1	MYZAP
dlgap1	DLGAP1
LOC107390961	KCNA2
LOC107395544	ABCG1
zfyve19	ZFYVE19
LOC107385660	PMEL
LOC107384496	GXYLT1
elp5	ELP5
LOC107396244	MYL1
eif2b1	EIF2B1
ccdc9	CCDC9
eif5	EIF5
LOC107396065	SLC34A2
LOC107373393	TRMT2B
LOC107397145	RNF170
LOC107384447	IPO13
actr2	ACTR2
arl6	ARL6
has2	HAS2
slc7a4	SLC7A4
LOC107394084	AFTPH
trim8	TRIM8
ano7p1	ANO7
mdga1	MDGA1
dio1	DIO1
LOC107386899	CRYBA1
LOC107375906	TMEM41A
hoxa7	HOXA7
LOC107376469	CYP2E1
prdm8	PRDM8
LOC107379389	CDON
LOC107378924	SLC52A3
mapkapk5	MAPKAPK5
LOC107390895	ESYT1
LOC107394074	FAM173A
fam46d	FAM46C
cmc4	CMC4
LOC107389020	AC004556.1
tmem201	TMEM201
siva1	SIVA1
cby1	CBY1
LOC107388591	CCDC136
LOC107380987	ABCB11
mief1	MIEF1
LOC107386276	SLITRK1
tob2	TOB2
klc1	KLC1
LOC107395599	ZNF235
zhx2	ZHX2
clrn2	CLRN2
rnf208	RNF208
csgr04h6orf58	C6orf58
mcm7	MCM7
LOC107385327	SOAT2
LOC107396026	PSMA6
lrwd1	LRWD1
elfn1	ELFN1
LOC107378696	CHN2
LOC107381502	RAB8B
LOC107381183	KCNK2
nfatc1	NFATC1
LOC107393465	SH3GLB2
LOC107394023	GDNF
LOC107376026	GRHPR
LOC107396174	ZNF235
csrnp3	CSRNP3
dtl	SNRNP40
LOC107390560	SOX17
kiaa1522	KIAA1522
LOC107382195	CHIC2
LOC107382846	TSTD1
LOC107379961	DUSP14
LOC107382710	ECHDC2
eps15	EPS15
LOC107382274	KCNH1
LOC107397218	ENPP7
mrps7	MRPS7
lbr	LBR
csgr03h7orf55	C7orf55
eif4enif1	EIF4ENIF1
aspm	ASPM
LOC107379174	UBE2E1
LOC107374304	TJAP1
LOC107383469	SLAMF6
LOC107374241	PAX8
kiaa1328	KIAA1328
kcnk9	KCNK9
lgmn	LGMN
ppme1	PPME1
gltscr1	GLTSCR1
slc10a3	SLC10A3
etnppl	ETNPPL
csgr11h12orf49	C12orf49
LOC107393252	ELOVL4
vsx2	VSX2
LOC107384374	PNPLA8
LOC107383643	ADARB2
lage3	LAGE3
LOC107376447	FSCN2
LOC107394805	VCAN
col7a1	COL7A1
LOC107394129	ZNF366
kif7	KIF7
pex2	PEX2
gpc2	GPC6
arap2	ARAP2
dmc1	DMC1
mfap3	MFAP3L
kcnab1	KCNAB1
shank2	SHANK2
LOC107381672	IL1RL1
LOC107396560	GABRG3
LOC107375663	CSF1R
LOC107382342	GIMAP7
LOC107382264	MYH9
LOC107394455	PMM2
LOC107394875	POU2F2
gpx2	GPX2
LOC107375598	VCL
LOC107378437	SLC1A2
dab1	DAB1
fdxr	FDXR
LOC107387922	TECTA
LOC107388938	FBXL14
fam188b	FAM188B
LOC107391971	CCDC170
ufsp1	UFSP2
mdc1	MDC1
LOC107384482	MAST2
rest	REST
LOC107393848	AQP3
LOC107390408	C4BPA
rce1	RCE1
cluh	CLUH
lhx3	LHX3
LOC107381663	RBMS1
rdh10	RDH10
LOC107377172	FHOD3
LOC107374474	ZMYM4
LOC107385609	SEMA3A
bax	BAX
LOC107377064	SHTN1
LOC107393069	ADCYAP1R1
csgr12h16orf91	C16orf91
LOC107376779	STK26
LOC107383042	FBN1
LOC107388471	TMPO
LOC107375190	GABRB2
trmt11	TRMT11
LOC107375567	CYSLTR1
LOC107372883	CROCC
LOC107381484	IDH2
LOC107380553	OR52N5
LOC107391516	MYH7
LOC107385180	PBRM1
LOC107378326	DSN1
ccnf	CCNF
LOC107372394	PIK3CA
eif2s2	EIF2S2
sntb2	SNTB2
cep112	CEP112
mpc1	MPC1
LOC107393197	S1PR3
ss18l2	SS18L2
LOC107378280	RAP2C
LOC107374182	OR1C1
LOC107393792	SMN1
fgfbp1	FGFBP1
LOC107372803	SLC24A3
LOC107381585	GPR21
LOC107396337	PPM1H
LOC107380742	ALDH3A2
gdap1	GDAP1
LOC107378346	HMCN1
LOC107396047	SEL1L3
LOC107386408	SLC51A
pitrm1	PITRM1
LOC107383741	HIST2H2BE
ankrd44	ANKRD44
amigo1	AMIGO1
kcnj1	KCNJ1
LOC107375594	ZSCAN20
mdk	MDK
LOC107376699	NPTX1
mrpl13	MRPL13
LOC107375749	STON1-GTF2A1L
LOC107374039	PLCL1
rnf185	RNF185
LOC107394543	SORCS1
mpped1	MPPED1
LOC107387501	ZNF235
LOC107383711	GIN1
colec11	COLEC11
ca6	CA6
socs3	SOCS3
usmg5	USMG5
LOC107374837	RNH1
trappc8	TRAPPC8
rbm42	RBM42
ppif	PPIF
cdk19	CDK19
amd1	AMD1
znf704	ZNF704
LOC107394830	FAM131B
luc7l	LUC7L
foxa1	FOXA1
LOC107388638	CYP19A1
LOC107391393	GRIK2
ccnb1	CCNB1
camsap1	CAMSAP1
LOC107396523	HIST1H4C
nim1k	NIM1K
kiaa1456	KIAA1456
LOC107393112	INSR
LOC107386446	TMEM47
spast	SPAST
nov	NOV
slc39a4	SLC39A4
LOC107381554	TLN2
LOC107396158	CDH7
sema3b	SEMA3B
LOC107389170	GNMT
LOC107375981	ZRANB1
LOC107374034	CPNE8
fgf6	FGF6
LOC107394392	ZNF865
LOC107378224	TAAR1
trim46	TRIM46
arhgef19	ARHGEF19
kcnv1	KCNV1
otud7b	OTUD7B
bend3	BEND3
cdk5rap2	CDK5RAP2
pla2g15	PLA2G15
LOC107372821	PLOD3
LOC107387926	FAM117B
mecom	MECOM
dhrs7	DHRS7
LOC107389435	CRYGB
LOC107384173	PRG4
LOC107378037	POU3F2
LOC107373404	ZBED1
LOC107394768	ZNF385D
LOC107385112	CDH4
ing2	ING2
LOC107376604	SSTR5
LOC107383478	ZNF841
cpne8	CPNE8
LOC107373089	GLIPR1
madd	MADD
bcap31	BCAP31
qsox2	QSOX2
LOC107378198	CNKSR3
LOC107392117	ACVR1
